passenger_group,HomePlanet,CryoSleep,Destination,VIP,deck,side,number,PassengerId
5152,Europa,False,TRAPPIST-1e,False,B,S,199.0,1
5151,Mars,True,TRAPPIST-1e,False,F,P,1052.0,1
5148,Earth,True,TRAPPIST-1e,False,G,P,831.0,1
5148,Earth,False,TRAPPIST-1e,False,F,P,1051.0,1
5146,Earth,False,55 Cancri e,False,F,S,986.0,1
5145,Earth,True,TRAPPIST-1e,False,G,S,841.0,1
5142,Mars,True,TRAPPIST-1e,False,F,P,1050.0,1
5140,Earth,True,PSO J318.5-22,False,G,S,840.0,1
5138,Europa,False,55 Cancri e,False,A,P,47.0,1
5137,Earth,False,TRAPPIST-1e,False,G,S,839.0,1
5156,Europa,False,TRAPPIST-1e,False,B,S,200.0,1
5136,Earth,False,55 Cancri e,False,F,S,984.0,1
5171,Earth,False,TRAPPIST-1e,False,F,S,991.0,1
5174,Europa,False,TRAPPIST-1e,False,C,P,159.0,1
5202,Earth,True,TRAPPIST-1e,False,G,P,840.0,1
5201,Earth,False,TRAPPIST-1e,False,F,P,1060.0,1
5199,Europa,False,TRAPPIST-1e,False,D,S,158.0,1
5198,Mars,False,TRAPPIST-1e,False,F,P,1059.0,1
5197,Earth,False,TRAPPIST-1e,False,E,P,325.0,1
5194,Europa,True,TRAPPIST-1e,False,B,P,176.0,1
5194,Europa,True,55 Cancri e,False,B,P,176.0,1
5193,Europa,False,TRAPPIST-1e,False,C,S,202.0,1
5192,Mars,True,TRAPPIST-1e,False,F,S,995.0,1
5190,Earth,False,TRAPPIST-1e,False,F,S,994.0,1
5188,Earth,False,TRAPPIST-1e,False,G,P,838.0,1
5173,Mars,True,TRAPPIST-1e,False,F,P,1057.0,1
5187,Earth,False,TRAPPIST-1e,False,E,P,324.0,1
5185,Mars,False,TRAPPIST-1e,False,E,S,330.0,1
5184,Earth,False,TRAPPIST-1e,False,G,P,837.0,1
5182,Earth,True,TRAPPIST-1e,False,G,P,836.0,1
5182,Earth,False,TRAPPIST-1e,False,G,P,836.0,1
5181,Europa,True,TRAPPIST-1e,False,B,P,175.0,1
5180,Earth,True,PSO J318.5-22,False,G,P,835.0,1
5179,Europa,True,55 Cancri e,False,C,P,160.0,1
5177,Europa,False,TRAPPIST-1e,True,B,S,201.0,1
5176,Earth,False,TRAPPIST-1e,False,E,P,323.0,1
5175,Earth,False,TRAPPIST-1e,False,G,P,834.0,1
5174,Europa,True,55 Cancri e,False,C,P,159.0,1
5186,Earth,False,TRAPPIST-1e,False,F,P,1058.0,1
5133,Earth,True,55 Cancri e,False,G,P,829.0,1
5133,Earth,False,55 Cancri e,False,G,P,829.0,1
5133,Earth,False,55 Cancri e,False,F,P,1046.0,1
5084,Europa,True,TRAPPIST-1e,False,E,P,315.0,1
5084,Europa,False,TRAPPIST-1e,False,E,P,315.0,1
5083,Earth,True,TRAPPIST-1e,False,G,P,820.0,1
5080,Earth,False,TRAPPIST-1e,False,F,S,969.0,1
5076,Earth,False,TRAPPIST-1e,False,G,P,818.0,1
5074,Mars,False,TRAPPIST-1e,False,F,S,967.0,1
5073,Mars,True,55 Cancri e,False,F,P,1033.0,1
5072,Earth,True,PSO J318.5-22,False,G,P,817.0,1
5072,Earth,False,TRAPPIST-1e,False,G,P,817.0,1
5070,Earth,False,TRAPPIST-1e,False,F,S,966.0,1
5069,Earth,False,PSO J318.5-22,False,F,S,965.0,1
5085,Earth,False,TRAPPIST-1e,False,F,S,970.0,1
5068,Earth,True,TRAPPIST-1e,False,E,P,314.0,1
5065,Europa,True,55 Cancri e,False,E,S,326.0,1
5064,Europa,False,55 Cancri e,False,A,S,62.0,1
5063,Earth,False,TRAPPIST-1e,False,G,S,830.0,1
5062,Earth,False,TRAPPIST-1e,False,E,S,325.0,1
5061,Europa,True,TRAPPIST-1e,False,C,S,196.0,1
5061,Europa,False,TRAPPIST-1e,False,C,S,196.0,1
5060,Europa,True,TRAPPIST-1e,False,C,P,157.0,1
5060,Europa,True,55 Cancri e,False,C,P,157.0,1
5060,Europa,False,55 Cancri e,True,C,P,157.0,1
5060,Europa,False,55 Cancri e,False,C,P,157.0,1
5059,Earth,False,55 Cancri e,False,F,P,1030.0,1
5067,Earth,False,55 Cancri e,False,F,S,964.0,1
5087,Mars,False,TRAPPIST-1e,False,F,P,1036.0,1
5088,Earth,False,55 Cancri e,False,F,S,972.0,1
5090,Earth,False,PSO J318.5-22,False,E,P,316.0,1
5132,Earth,False,TRAPPIST-1e,False,G,P,828.0,1
5130,Earth,True,TRAPPIST-1e,False,G,S,838.0,1
5129,Earth,True,TRAPPIST-1e,False,G,P,827.0,1
5127,Earth,False,TRAPPIST-1e,False,G,S,837.0,1
5127,Earth,False,TRAPPIST-1e,False,F,S,983.0,1
5126,Europa,True,55 Cancri e,False,C,S,200.0,1
5125,Earth,False,55 Cancri e,False,F,S,982.0,1
5124,Earth,False,TRAPPIST-1e,False,F,P,1044.0,1
5122,Earth,False,TRAPPIST-1e,False,F,S,981.0,1
5120,Mars,False,TRAPPIST-1e,False,E,P,320.0,1
5115,Europa,True,TRAPPIST-1e,False,C,S,199.0,1
5115,Europa,True,55 Cancri e,False,C,S,199.0,1
5112,Europa,True,TRAPPIST-1e,False,C,S,198.0,1
5109,Earth,False,PSO J318.5-22,False,G,S,835.0,1
5108,Earth,True,PSO J318.5-22,False,G,P,825.0,1
5106,Earth,True,TRAPPIST-1e,False,G,S,834.0,1
5104,Earth,False,TRAPPIST-1e,False,G,S,833.0,1
5103,Europa,True,TRAPPIST-1e,False,E,P,317.0,1
5097,Earth,True,55 Cancri e,False,G,P,823.0,1
5097,Earth,False,TRAPPIST-1e,False,G,P,823.0,1
5097,Earth,False,55 Cancri e,False,F,P,1039.0,1
5095,Mars,True,TRAPPIST-1e,False,F,P,1038.0,1
5093,Europa,False,55 Cancri e,True,C,P,158.0,1
5090,Earth,False,TRAPPIST-1e,False,G,P,821.0,1
5090,Earth,False,PSO J318.5-22,False,G,P,821.0,1
5204,Earth,False,PSO J318.5-22,False,F,P,1061.0,1
5057,Earth,True,55 Cancri e,False,G,P,816.0,1
5205,Earth,False,TRAPPIST-1e,False,F,S,997.0,1
5206,Earth,False,PSO J318.5-22,False,G,P,841.0,1
5303,Earth,False,55 Cancri e,False,G,P,857.0,1
5301,Europa,True,TRAPPIST-1e,False,B,P,181.0,1
5301,Europa,True,55 Cancri e,False,B,P,181.0,1
5300,Earth,True,55 Cancri e,False,G,S,864.0,1
5299,Earth,True,TRAPPIST-1e,False,G,S,863.0,1
5298,Earth,True,TRAPPIST-1e,False,G,S,862.0,1
5297,Earth,True,TRAPPIST-1e,False,G,P,856.0,1
5292,Europa,False,TRAPPIST-1e,False,C,S,206.0,1
5291,Earth,False,55 Cancri e,False,G,P,854.0,1
5290,Earth,False,TRAPPIST-1e,False,F,P,1083.0,1
5288,Earth,False,TRAPPIST-1e,False,F,P,1081.0,1
5303,Earth,True,TRAPPIST-1e,False,G,P,857.0,1
5287,Earth,False,PSO J318.5-22,False,G,S,861.0,1
5282,Earth,False,TRAPPIST-1e,False,F,S,1016.0,1
5282,Earth,False,TRAPPIST-1e,False,E,S,337.0,1
5281,Earth,False,TRAPPIST-1e,False,F,P,1080.0,1
5280,Earth,False,TRAPPIST-1e,False,F,S,1015.0,1
5279,Earth,False,TRAPPIST-1e,False,G,P,852.0,1
5278,Europa,True,55 Cancri e,False,B,S,203.0,1
5277,Earth,False,TRAPPIST-1e,False,F,P,1079.0,1
5276,Europa,False,55 Cancri e,True,B,P,179.0,1
5275,Earth,False,TRAPPIST-1e,False,F,S,1014.0,1
5274,Earth,False,TRAPPIST-1e,False,F,P,1078.0,1
5273,Earth,False,TRAPPIST-1e,False,F,P,1077.0,1
5282,Earth,True,55 Cancri e,False,G,S,860.0,1
5272,Mars,True,TRAPPIST-1e,False,F,P,1076.0,1
5304,Mars,False,TRAPPIST-1e,False,F,S,1019.0,1
5305,Earth,False,TRAPPIST-1e,False,F,P,1084.0,1
5344,Europa,False,55 Cancri e,False,C,P,168.0,1
5343,Mars,False,TRAPPIST-1e,False,E,P,332.0,1
5341,Earth,True,TRAPPIST-1e,False,G,S,869.0,1
5340,Earth,False,TRAPPIST-1e,False,G,S,868.0,1
5337,Mars,False,TRAPPIST-1e,False,F,S,1024.0,1
5334,Earth,True,55 Cancri e,False,G,S,867.0,1
5334,Earth,False,TRAPPIST-1e,False,G,S,867.0,1
5333,Earth,False,TRAPPIST-1e,False,G,P,862.0,1
5331,Earth,False,TRAPPIST-1e,False,F,P,1095.0,1
5330,Earth,False,TRAPPIST-1e,False,F,P,1094.0,1
5327,Europa,False,TRAPPIST-1e,False,B,P,183.0,1
5304,Mars,True,TRAPPIST-1e,False,F,S,1019.0,1
5326,Mars,True,TRAPPIST-1e,False,F,P,1092.0,1
5323,Mars,True,TRAPPIST-1e,False,F,P,1091.0,1
5322,Mars,True,TRAPPIST-1e,False,F,P,1090.0,1
5320,Europa,True,55 Cancri e,False,E,P,330.0,1
5320,Europa,False,TRAPPIST-1e,False,E,P,330.0,1
5316,Mars,True,55 Cancri e,False,F,P,1087.0,1
5315,Earth,False,TRAPPIST-1e,False,F,P,1086.0,1
5314,Europa,False,TRAPPIST-1e,False,C,S,208.0,1
5313,Earth,False,TRAPPIST-1e,False,F,P,1085.0,1
5312,Europa,True,TRAPPIST-1e,False,B,P,182.0,1
5310,Mars,False,TRAPPIST-1e,False,F,S,1021.0,1
5307,Europa,True,TRAPPIST-1e,False,B,S,204.0,1
5325,Earth,False,PSO J318.5-22,False,F,S,1023.0,1
5271,Earth,False,TRAPPIST-1e,False,F,P,1075.0,1
5269,Earth,False,TRAPPIST-1e,False,E,S,336.0,1
5268,Earth,False,TRAPPIST-1e,False,F,S,1013.0,1
5235,Earth,False,TRAPPIST-1e,False,G,P,844.0,1
5234,Mars,False,TRAPPIST-1e,False,F,P,1067.0,1
5230,Mars,False,TRAPPIST-1e,False,F,S,1004.0,1
5229,Earth,False,TRAPPIST-1e,False,E,S,335.0,1
5227,Earth,True,TRAPPIST-1e,False,G,S,849.0,1
5226,Earth,True,PSO J318.5-22,False,G,S,848.0,1
5225,Mars,True,TRAPPIST-1e,False,E,S,334.0,1
5224,Earth,False,TRAPPIST-1e,False,F,S,1003.0,1
5223,Mars,True,TRAPPIST-1e,False,F,S,1002.0,1
5223,Mars,True,PSO J318.5-22,False,F,S,1002.0,1
5223,Mars,False,55 Cancri e,False,F,S,1002.0,1
5236,Earth,False,TRAPPIST-1e,False,E,P,326.0,1
5221,Earth,False,TRAPPIST-1e,False,F,P,1065.0,1
5218,Earth,False,TRAPPIST-1e,False,F,S,1000.0,1
5216,Earth,True,TRAPPIST-1e,False,G,P,843.0,1
5214,Earth,False,55 Cancri e,False,G,P,842.0,1
5213,Earth,False,TRAPPIST-1e,False,F,P,1064.0,1
5211,Earth,False,TRAPPIST-1e,False,E,S,332.0,1
5209,Earth,False,TRAPPIST-1e,False,F,S,999.0,1
5208,Europa,True,55 Cancri e,False,C,P,163.0,1
5208,Europa,False,55 Cancri e,False,C,P,163.0,1
5207,Earth,False,TRAPPIST-1e,False,F,S,998.0,1
5207,Earth,False,55 Cancri e,False,E,S,331.0,1
5206,Earth,True,55 Cancri e,False,G,P,841.0,1
5220,Mars,False,TRAPPIST-1e,False,D,P,165.0,1
5238,Earth,True,PSO J318.5-22,False,G,P,845.0,1
5239,Earth,True,TRAPPIST-1e,False,G,S,852.0,1
5240,Earth,True,TRAPPIST-1e,False,G,S,853.0,1
5266,Europa,False,55 Cancri e,True,C,S,205.0,1
5266,Europa,False,55 Cancri e,False,A,S,64.0,1
5265,Earth,False,TRAPPIST-1e,False,F,P,1073.0,1
5264,Earth,True,TRAPPIST-1e,False,G,S,858.0,1
5264,Earth,False,55 Cancri e,False,F,S,1012.0,1
5262,Earth,True,TRAPPIST-1e,False,G,P,850.0,1
5260,Earth,True,55 Cancri e,False,G,P,849.0,1
5258,Europa,False,TRAPPIST-1e,False,C,S,204.0,1
5257,Europa,False,55 Cancri e,False,B,P,178.0,1
5256,Mars,False,TRAPPIST-1e,False,D,S,159.0,1
5255,Mars,True,TRAPPIST-1e,False,F,S,1010.0,1
5254,Europa,False,55 Cancri e,False,B,S,202.0,1
5253,Earth,False,TRAPPIST-1e,False,F,S,1009.0,1
5252,Earth,False,TRAPPIST-1e,False,F,S,1008.0,1
5251,Mars,False,TRAPPIST-1e,False,F,P,1071.0,1
5250,Mars,True,TRAPPIST-1e,False,F,S,1007.0,1
5249,Mars,False,TRAPPIST-1e,False,E,P,327.0,1
5248,Earth,False,TRAPPIST-1e,False,G,S,856.0,1
5247,Earth,False,TRAPPIST-1e,False,G,P,848.0,1
5246,Earth,True,TRAPPIST-1e,False,G,P,847.0,1
5246,Earth,False,TRAPPIST-1e,False,F,P,1070.0,1
5244,Mars,False,TRAPPIST-1e,False,F,S,1006.0,1
5243,Earth,True,TRAPPIST-1e,False,G,S,855.0,1
5243,Earth,False,TRAPPIST-1e,False,F,S,1005.0,1
5242,Earth,True,TRAPPIST-1e,False,G,S,854.0,1
5206,Earth,False,PSO J318.5-22,False,F,P,1062.0,1
4436,Earth,True,PSO J318.5-22,False,G,P,730.0,1
6824,Earth,False,TRAPPIST-1e,False,G,S,1108.0,1
6826,Earth,False,TRAPPIST-1e,False,G,S,1109.0,1
8483,Europa,True,TRAPPIST-1e,True,D,S,253.0,1
8482,Earth,True,55 Cancri e,False,G,S,1358.0,1
8481,Europa,True,TRAPPIST-1e,False,B,S,332.0,1
8479,Earth,False,TRAPPIST-1e,False,F,P,1738.0,1
8477,Earth,False,TRAPPIST-1e,False,F,S,1633.0,1
8476,Mars,False,TRAPPIST-1e,False,D,S,252.0,1
8474,Earth,False,55 Cancri e,False,F,S,1632.0,1
8472,Earth,True,TRAPPIST-1e,False,G,P,1380.0,1
8471,Europa,False,55 Cancri e,True,E,S,556.0,1
8470,Europa,False,55 Cancri e,True,C,P,281.0,1
8469,Earth,True,55 Cancri e,False,G,S,1356.0,1
8486,Earth,True,TRAPPIST-1e,False,G,S,1360.0,1
8468,Mars,False,55 Cancri e,False,D,P,263.0,1
8466,Earth,False,TRAPPIST-1e,False,F,P,1737.0,1
8465,Mars,True,TRAPPIST-1e,False,F,P,1736.0,1
8465,Mars,False,TRAPPIST-1e,False,E,P,542.0,1
8463,Earth,False,55 Cancri e,False,F,S,1630.0,1
8462,Earth,False,TRAPPIST-1e,False,F,S,1629.0,1
8460,Earth,False,TRAPPIST-1e,False,F,S,1628.0,1
8459,Earth,True,PSO J318.5-22,False,G,S,1355.0,1
8458,Europa,True,TRAPPIST-1e,False,C,S,319.0,1
8458,Europa,False,TRAPPIST-1e,True,C,S,319.0,1
8458,Europa,False,TRAPPIST-1e,False,C,S,319.0,1
8458,Europa,False,55 Cancri e,False,C,S,319.0,1
8467,Earth,True,55 Cancri e,False,G,P,1379.0,1
8457,Earth,False,TRAPPIST-1e,False,F,S,1627.0,1
8487,Europa,False,55 Cancri e,True,C,P,282.0,1
8491,Mars,False,55 Cancri e,False,F,S,1635.0,1
8536,Europa,False,55 Cancri e,False,E,S,559.0,1
8535,Earth,False,55 Cancri e,False,F,S,1642.0,1
8530,Mars,False,TRAPPIST-1e,False,F,S,1640.0,1
8528,Earth,False,TRAPPIST-1e,False,G,S,1369.0,1
8524,Europa,True,55 Cancri e,False,B,S,333.0,1
8523,Europa,False,55 Cancri e,False,C,S,320.0,1
8522,Earth,False,TRAPPIST-1e,False,F,P,1751.0,1
8521,Europa,False,TRAPPIST-1e,False,A,S,102.0,1
8516,Earth,False,TRAPPIST-1e,False,F,P,1750.0,1
8514,Mars,False,TRAPPIST-1e,False,F,P,1748.0,1
8512,Earth,False,55 Cancri e,False,F,S,1637.0,1
8489,Earth,True,PSO J318.5-22,False,G,P,1383.0,1
8511,Earth,False,PSO J318.5-22,False,G,S,1365.0,1
8508,Mars,False,TRAPPIST-1e,False,F,P,1747.0,1
8506,Earth,False,TRAPPIST-1e,False,F,P,1746.0,1
8504,Earth,True,55 Cancri e,False,G,P,1385.0,1
8504,Earth,False,TRAPPIST-1e,False,F,P,1744.0,1
8503,Europa,True,55 Cancri e,False,B,P,279.0,1
8502,Mars,False,TRAPPIST-1e,True,D,S,254.0,1
8500,Mars,False,TRAPPIST-1e,False,F,P,1743.0,1
8495,Europa,False,55 Cancri e,False,C,P,283.0,1
8494,Mars,False,TRAPPIST-1e,False,E,P,543.0,1
8493,Earth,True,PSO J318.5-22,False,G,P,1384.0,1
8492,Earth,False,TRAPPIST-1e,False,F,P,1740.0,1
8509,Earth,False,TRAPPIST-1e,False,G,S,1364.0,1
8537,Mars,False,TRAPPIST-1e,False,F,S,1643.0,1
8456,Europa,True,55 Cancri e,False,C,P,280.0,1
8452,Europa,True,TRAPPIST-1e,False,C,P,279.0,1
8414,Earth,False,TRAPPIST-1e,False,G,P,1374.0,1
8411,Earth,False,TRAPPIST-1e,False,F,P,1726.0,1
8410,Earth,False,TRAPPIST-1e,False,F,S,1615.0,1
8409,Earth,True,TRAPPIST-1e,False,G,P,1373.0,1
8407,Earth,False,TRAPPIST-1e,False,F,S,1613.0,1
8406,Mars,False,TRAPPIST-1e,False,D,S,250.0,1
8405,Earth,False,TRAPPIST-1e,False,G,P,1372.0,1
8403,Europa,True,55 Cancri e,False,C,S,316.0,1
8401,Europa,True,55 Cancri e,False,C,S,315.0,1
8397,Earth,False,PSO J318.5-22,False,G,P,1371.0,1
8395,Europa,False,TRAPPIST-1e,False,D,P,260.0,1
8416,Earth,False,TRAPPIST-1e,False,E,S,553.0,1
8394,Europa,False,55 Cancri e,True,B,P,276.0,1
8392,Earth,False,PSO J318.5-22,False,F,S,1610.0,1
8390,Earth,True,PSO J318.5-22,False,G,P,1370.0,1
8388,Earth,False,TRAPPIST-1e,False,F,P,1724.0,1
8386,Earth,False,55 Cancri e,False,G,P,1369.0,1
8384,Earth,False,TRAPPIST-1e,False,F,P,1722.0,1
8381,Earth,False,TRAPPIST-1e,False,E,S,550.0,1
8380,Earth,True,PSO J318.5-22,False,G,P,1367.0,1
8379,Earth,False,TRAPPIST-1e,False,F,S,1609.0,1
8378,Earth,False,TRAPPIST-1e,False,F,S,1608.0,1
8377,Mars,False,TRAPPIST-1e,False,E,P,537.0,1
8376,Mars,True,TRAPPIST-1e,False,F,S,1607.0,1
8393,Earth,False,TRAPPIST-1e,False,F,P,1725.0,1
8454,Earth,False,TRAPPIST-1e,False,G,S,1354.0,1
8418,Europa,False,TRAPPIST-1e,False,B,S,330.0,1
8419,Earth,False,TRAPPIST-1e,False,F,S,1618.0,1
8452,Europa,True,55 Cancri e,False,C,P,279.0,1
8452,Europa,False,TRAPPIST-1e,False,C,P,279.0,1
8452,Europa,False,55 Cancri e,True,C,P,279.0,1
8451,Mars,True,TRAPPIST-1e,False,F,S,1625.0,1
8451,Mars,False,55 Cancri e,False,F,S,1625.0,1
8449,Europa,False,TRAPPIST-1e,False,C,S,317.0,1
8449,Europa,False,55 Cancri e,False,C,S,317.0,1
8448,Europa,True,55 Cancri e,False,B,P,278.0,1
8447,Earth,False,TRAPPIST-1e,False,F,P,1734.0,1
8444,Earth,False,TRAPPIST-1e,False,F,P,1733.0,1
8442,Mars,False,TRAPPIST-1e,False,E,P,540.0,1
8418,Europa,True,55 Cancri e,False,B,S,330.0,1
8441,Earth,True,55 Cancri e,False,G,S,1352.0,1
8433,Earth,False,TRAPPIST-1e,False,F,P,1729.0,1
8432,Earth,True,TRAPPIST-1e,False,G,P,1377.0,1
8431,Europa,True,55 Cancri e,False,B,P,277.0,1
8431,Europa,False,55 Cancri e,False,B,P,277.0,1
8430,Earth,False,TRAPPIST-1e,False,F,S,1621.0,1
8429,Earth,True,55 Cancri e,False,G,S,1351.0,1
8427,Earth,True,PSO J318.5-22,False,G,P,1376.0,1
8423,Earth,False,TRAPPIST-1e,False,F,S,1620.0,1
8421,Earth,False,TRAPPIST-1e,False,F,S,1619.0,1
8420,Earth,False,TRAPPIST-1e,False,E,S,554.0,1
8419,Earth,True,TRAPPIST-1e,False,G,S,1349.0,1
8438,Mars,False,TRAPPIST-1e,False,F,S,1624.0,1
8539,Earth,False,TRAPPIST-1e,False,G,S,1372.0,1
8540,Earth,False,TRAPPIST-1e,False,F,S,1645.0,1
8541,Mars,False,55 Cancri e,False,D,P,266.0,1
8638,Earth,False,55 Cancri e,False,G,P,1402.0,1
8637,Mars,True,TRAPPIST-1e,False,F,P,1773.0,1
8637,Mars,False,TRAPPIST-1e,False,F,P,1773.0,1
8637,Mars,False,TRAPPIST-1e,False,E,P,555.0,1
8636,Mars,True,TRAPPIST-1e,False,F,P,1772.0,1
8635,Earth,False,TRAPPIST-1e,False,E,P,554.0,1
8634,Earth,False,TRAPPIST-1e,False,G,S,1392.0,1
8633,Earth,False,TRAPPIST-1e,False,F,S,1665.0,1
8631,Mars,True,TRAPPIST-1e,False,E,P,553.0,1
8629,Earth,True,TRAPPIST-1e,False,G,S,1391.0,1
8628,Earth,False,PSO J318.5-22,False,F,S,1664.0,1
8638,Earth,False,TRAPPIST-1e,False,G,P,1402.0,1
8626,Earth,False,TRAPPIST-1e,False,F,P,1770.0,1
8624,Earth,False,TRAPPIST-1e,False,F,S,1661.0,1
8620,Mars,False,TRAPPIST-1e,True,F,S,1659.0,1
8619,Europa,False,TRAPPIST-1e,False,E,S,566.0,1
8618,Europa,True,TRAPPIST-1e,False,B,S,336.0,1
8618,Europa,False,55 Cancri e,False,B,S,336.0,1
8617,Earth,False,TRAPPIST-1e,False,F,P,1768.0,1
8616,Mars,True,55 Cancri e,False,F,P,1767.0,1
8616,Mars,False,TRAPPIST-1e,False,F,P,1767.0,1
8615,Earth,True,55 Cancri e,False,G,S,1389.0,1
8615,Earth,False,55 Cancri e,False,E,S,565.0,1
8612,Earth,False,TRAPPIST-1e,False,G,P,1399.0,1
8624,Earth,True,TRAPPIST-1e,False,G,S,1390.0,1
8611,Earth,False,55 Cancri e,False,F,P,1766.0,1
8638,Earth,True,TRAPPIST-1e,False,G,P,1402.0,1
8639,Mars,True,TRAPPIST-1e,False,E,S,567.0,1
8668,Mars,True,TRAPPIST-1e,False,F,P,1783.0,1
8668,Mars,False,TRAPPIST-1e,False,E,P,556.0,1
8668,Mars,False,TRAPPIST-1e,False,D,P,269.0,1
8667,Mars,False,TRAPPIST-1e,False,F,S,1676.0,1
8664,Earth,False,TRAPPIST-1e,False,G,S,1395.0,1
8663,Earth,False,TRAPPIST-1e,False,G,S,1394.0,1
8661,Earth,False,TRAPPIST-1e,False,F,S,1675.0,1
8659,Earth,False,TRAPPIST-1e,False,F,P,1781.0,1
8658,Mars,False,TRAPPIST-1e,False,F,S,1673.0,1
8658,Mars,False,TRAPPIST-1e,False,E,S,568.0,1
8657,Mars,False,TRAPPIST-1e,False,F,P,1780.0,1
8639,Mars,False,TRAPPIST-1e,False,D,S,260.0,1
8656,Europa,True,55 Cancri e,True,A,S,103.0,1
8656,Europa,False,55 Cancri e,True,A,S,103.0,1
8654,Earth,False,TRAPPIST-1e,False,F,P,1779.0,1
8653,Earth,True,TRAPPIST-1e,False,G,S,1393.0,1
8650,Earth,True,TRAPPIST-1e,False,G,P,1404.0,1
8646,Europa,False,TRAPPIST-1e,False,C,S,325.0,1
8646,Europa,False,55 Cancri e,False,C,S,325.0,1
8645,Earth,False,55 Cancri e,False,F,P,1776.0,1
8643,Mars,False,TRAPPIST-1e,False,F,P,1775.0,1
8642,Earth,False,PSO J318.5-22,False,F,P,1774.0,1
8641,Mars,True,TRAPPIST-1e,False,F,S,1667.0,1
8640,Earth,False,TRAPPIST-1e,False,F,S,1666.0,1
8656,Europa,False,TRAPPIST-1e,False,A,S,103.0,1
8610,Earth,True,PSO J318.5-22,False,G,P,1398.0,1
8609,Earth,False,TRAPPIST-1e,False,E,S,564.0,1
8607,Earth,False,PSO J318.5-22,False,G,S,1387.0,1
8573,Earth,False,TRAPPIST-1e,False,F,S,1652.0,1
8572,Europa,False,TRAPPIST-1e,False,A,P,89.0,1
8571,Mars,False,TRAPPIST-1e,False,F,S,1651.0,1
8570,Earth,True,PSO J318.5-22,False,G,S,1377.0,1
8569,Europa,False,TRAPPIST-1e,False,A,P,88.0,1
8566,Earth,False,TRAPPIST-1e,False,G,P,1392.0,1
8561,Earth,True,PSO J318.5-22,False,G,S,1375.0,1
8560,Earth,True,55 Cancri e,False,G,P,1391.0,1
8559,Mars,True,TRAPPIST-1e,False,F,P,1758.0,1
8559,Mars,False,TRAPPIST-1e,True,E,P,548.0,1
8559,Mars,False,TRAPPIST-1e,False,F,P,1758.0,1
8573,Earth,True,TRAPPIST-1e,False,G,S,1378.0,1
8557,Europa,True,TRAPPIST-1e,False,B,S,334.0,1
8556,Europa,False,TRAPPIST-1e,False,B,P,280.0,1
8556,Europa,False,55 Cancri e,True,B,P,280.0,1
8554,Earth,False,PSO J318.5-22,False,E,P,547.0,1
8552,Mars,False,TRAPPIST-1e,False,F,P,1756.0,1
8552,Mars,False,TRAPPIST-1e,False,E,P,545.0,1
8551,Europa,False,TRAPPIST-1e,False,D,S,257.0,1
8549,Mars,True,TRAPPIST-1e,False,F,S,1648.0,1
8545,Earth,False,TRAPPIST-1e,False,F,P,1753.0,1
8544,Earth,False,TRAPPIST-1e,False,F,S,1647.0,1
8542,Mars,True,TRAPPIST-1e,False,E,P,544.0,1
8541,Mars,False,TRAPPIST-1e,True,D,P,266.0,1
8557,Europa,True,55 Cancri e,False,B,S,334.0,1
8574,Mars,False,TRAPPIST-1e,False,D,S,258.0,1
8574,Mars,False,TRAPPIST-1e,False,F,S,1653.0,1
8574,Mars,True,55 Cancri e,False,F,S,1653.0,1
8606,Earth,True,TRAPPIST-1e,False,G,S,1386.0,1
8606,Earth,False,TRAPPIST-1e,False,F,S,1658.0,1
8606,Earth,False,TRAPPIST-1e,False,E,S,563.0,1
8604,Mars,True,TRAPPIST-1e,False,F,P,1765.0,1
8604,Mars,False,TRAPPIST-1e,False,F,P,1765.0,1
8602,Earth,False,PSO J318.5-22,False,G,P,1396.0,1
8599,Earth,False,55 Cancri e,False,G,S,1383.0,1
8598,Earth,True,PSO J318.5-22,False,G,P,1394.0,1
8598,Earth,False,55 Cancri e,False,G,P,1394.0,1
8597,Earth,True,TRAPPIST-1e,False,G,S,1382.0,1
8596,Europa,True,TRAPPIST-1e,False,C,P,284.0,1
8596,Europa,True,55 Cancri e,False,C,P,284.0,1
8595,Mars,True,TRAPPIST-1e,False,E,P,551.0,1
8594,Earth,False,TRAPPIST-1e,False,G,S,1381.0,1
8592,Europa,False,TRAPPIST-1e,False,D,P,268.0,1
8589,Europa,False,55 Cancri e,False,D,P,267.0,1
8588,Mars,True,TRAPPIST-1e,False,E,S,562.0,1
8587,Earth,False,TRAPPIST-1e,False,F,P,1763.0,1
8586,Mars,False,55 Cancri e,False,E,P,550.0,1
8585,Mars,False,TRAPPIST-1e,False,D,S,259.0,1
8584,Earth,False,TRAPPIST-1e,False,F,S,1655.0,1
8581,Europa,True,TRAPPIST-1e,True,C,S,323.0,1
8581,Europa,True,TRAPPIST-1e,False,C,S,323.0,1
8580,Earth,False,PSO J318.5-22,False,G,S,1379.0,1
8577,Mars,True,TRAPPIST-1e,False,F,S,1654.0,1
8373,Earth,False,TRAPPIST-1e,False,F,S,1606.0,1
8669,Earth,False,TRAPPIST-1e,False,G,S,1397.0,1
8371,Earth,False,55 Cancri e,False,F,S,1605.0,1
8369,Mars,False,TRAPPIST-1e,True,E,S,549.0,1
8168,Earth,True,TRAPPIST-1e,False,G,S,1316.0,1
8168,Earth,True,PSO J318.5-22,False,G,S,1316.0,1
8168,Earth,False,55 Cancri e,False,F,S,1561.0,1
