passenger_group,HomePlanet,PassengerId,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,deck,number,side,num_group,total_spend
1739,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1740,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1742,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1745,Europa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1746,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748,Earth,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1749,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1752,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1753,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1755,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1757,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1758,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1760,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1761,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1762,Earth,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
1763,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1764,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1766,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1767,Europa,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1768,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1769,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1770,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1771,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1772,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1774,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1775,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1776,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1778,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1779,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1781,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1782,Earth,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2
1783,Earth,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1785,Mars,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1786,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1792,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1796,Europa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1797,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1798,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1799,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1800,Earth,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1802,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1803,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1804,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1805,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1806,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1807,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1808,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1810,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1811,Earth,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
1813,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1816,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1817,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1818,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1821,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1822,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1826,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1827,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1828,Earth,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1829,Europa,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6
1831,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1833,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1834,Mars,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1836,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1841,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1843,Europa,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1844,Earth,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1846,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1847,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1848,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1849,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1850,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1853,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1854,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1855,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1856,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1857,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1859,Mars,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1860,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1861,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1863,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1864,Mars,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1865,Earth,6,5,6,6,6,5,6,6,6,6,5,5,6,6,6,6,6,6
1866,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1868,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1871,Europa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1872,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1873,Earth,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1874,Earth,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1877,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1878,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1879,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1880,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1881,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1882,Europa,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
1884,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1886,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1887,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1888,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1889,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1890,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1891,Mars,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1892,Europa,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3
1897,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1898,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1899,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1901,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1902,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1903,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1905,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1906,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1907,Europa,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1908,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1911,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1915,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1916,Europa,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
1918,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1920,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1922,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1923,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1925,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1927,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1928,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1931,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1933,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1935,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1937,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1938,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1939,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1940,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1941,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1942,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1945,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1946,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1947,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1950,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1952,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1953,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1956,Mars,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2
1957,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1959,Europa,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
1960,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1961,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1962,Earth,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
1963,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1964,Europa,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1967,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1968,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1969,Europa,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1971,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1973,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1974,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1975,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1976,Europa,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7
1977,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1979,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1980,Earth,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1981,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1983,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1984,Europa,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1985,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1988,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1991,Earth,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1992,Mars,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1993,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1995,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,Earth,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2001,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2006,Earth,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
2007,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2010,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Europa,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2024,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2026,Earth,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
2027,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2028,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2029,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2032,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2034,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2038,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2040,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2041,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2042,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2043,Mars,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2044,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2045,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2046,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2051,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2052,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2053,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2054,Europa,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2055,Earth,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6
2056,Earth,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2059,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2061,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2062,Mars,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2063,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2065,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2066,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2067,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2070,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2071,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2073,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2074,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2075,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2080,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2081,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2082,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2083,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2084,Europa,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2085,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2086,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2087,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2088,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2089,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2090,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2091,Earth,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2092,Mars,5,5,4,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5
2094,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2095,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2096,Mars,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2097,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2099,Mars,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2100,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2102,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2104,Earth,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
2105,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2106,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2107,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2110,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2111,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2112,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2114,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2115,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2116,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2117,Europa,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
2118,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2120,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2121,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2123,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2124,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2125,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2126,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2127,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2128,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2129,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2130,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2131,Earth,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
2133,Mars,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2134,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2135,Earth,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2136,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2137,Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2138,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2139,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2140,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2141,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2142,Mars,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2143,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2144,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
2145,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2147,Mars,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2148,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2149,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2150,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2152,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2153,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2154,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2156,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2158,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2159,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2161,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2162,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2163,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2164,Europa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
2167,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2168,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2171,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2172,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2173,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2175,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2177,Mars,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2179,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2180,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2182,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2183,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2186,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2187,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2188,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2189,Earth,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2190,Earth,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2191,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2193,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2194,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2195,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2196,Europa,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
2198,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2200,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2201,Europa,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
2202,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2203,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2204,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2205,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2206,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2207,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2209,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2210,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2211,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2212,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2215,Europa,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4
2219,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
2220,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
